"movieID","title","year","rating"
2237,"Buch i Trøjen",1913,7.4
2238,"Buried Alive in a Coal Mine",1913,5.9
2239,"Bøffen og bananen",1913,6.4
2240,"Le camée",1913,5.7
2241,"Caprice",1913,7.3
2243,"El Caín moderno",1913,6.3
2244,"Checkers",1913,6.7
2245,"Chelsea 7750",1913,7.0
2246,"A Chopin Nocturne",1913,6.7
2247,"Corazón de presidiario",1913,7.0
2248,"Corrida de feria de las fiestas del Pilar",1913,7.6
2249,"Corrida de toros en Calatayud",1913,6.9
2250,"The Count of Monte Cristo",1913,5.6
2251,"El crimen del otro",1913,6.6
2252,"The Criminal Path",1914,6.3
2253,"La dame de Monsoreau",1913,5.9
2254,"De muerte a vida",1913,6.3
2255,"Le dernier pardon",1913,5.5
2256,"Desastre do Monoplano Gnome na Amadora",1913,6.2
2257,"The Black Diamond",1913,7.1
2258,"East Lynne",1913,7.9
2259,"What 80 Million Women Want",1913,6.9
2260,"Die Eisbraut",1913,5.4
2261,"Esther",1913,6.5
2262,"Evangeline",1914,5.5
2263,"Evinrude",1914,6.3
2264,"Fabricación del hielo",1913,6.2
2265,"Fantômas: In the Shadow of the Guillotine",1913,4.9
2266,"Uma Ferra em Salvaterra de Magos",1913,7.8
2267,"Fiestas en Palafrugell",1913,5.9
2268,"The Fight for Millions",1913,5.0
2269,"The Fortune Hunters",1913,5.8
2270,"The Four Devils",1913,5.2
2271,"Les frères ennemis",1913,7.0
2272,"From Dusk to Dawn",1913,5.9
2273,"La fuerza del destino",1913,8.3
2274,"Fulano de Tal se enamora de Manón",1916,6.2
2275,"The Funny Regiment",1913,5.0
2276,"Germinal; or, The Toll of Labor",1913,7.0
2277,"The Girl of the Sunny South",1913,9.0
2278,"The Grand Military Parade",1913,6.8
2279,"Die große Sünderin",1914,6.4
2280,"Brother Against Brother",1913,7.5
2282,"Hasard",1913,6.6
2283,"Herrerín y Ballesteros, en Alagón",1913,6.9
2284,"El hijo del mar",1913,6.6
2285,"Dr. Mawson in the Antarctic",1913,4.9
2286,"L'homme qui assassina",1913,6.7
2287,"Za chest' russkogo znameni",1913,7.6
2288,"Hoodman Blind",1913,7.0
2289,"An Hour Before Dawn",1913,7.8
2290,"How Fine, How Fresh the Roses Were",1913,6.4
2291,"My Husband's Getting Married",1913,6.7
2292,"The Firefly",1913,6.8
2293,"In the Bishop's Carriage",1913,6.0
2294,"In the Stretch",1913,6.2
2295,"Incendio en el barrio de Montemolín, Zaragoza",1913,3.6
2296,"Ingeborg Holm",1913,5.0
2297,"Die Insel der Seligen",1913,7.0
2298,"Ivanhoe",1913,6.4
2299,"Jack London's Adventures in the South Sea Islands",1913,7.2
2300,"Fantômas: Juve versus Fantômas",1913,5.8
2301,"The Keys to Happiness",1913,7.3
2302,"Kleiner Svend und seine Mutter",1913,6.9
2303,"A Lady of Quality",1913,7.5
2304,"Die Landstraße",1913,6.4
2305,"Laura y sus pretendientes",1913,7.2
2306,"Leah Kleschna",1913,7.3
2307,"The Legend of Provence",1913,5.0
2308,"Lille Klaus og store Klaus",1913,5.1
2309,"The Lipton Cup: Introducing Sir Thomas Lipton",1913,6.6
2310,"Livets konflikter",1913,5.8
2311,"The Lotus Dancer",1913,5.9
2312,"The Lure of New York",1913,4.7
2313,"La luz que vuelve",1913,4.7
2314,"Love Everlasting",1914,4.6
2315,"Macbeth",1913,6.9
2316,"Mala raza",1913,5.6
2317,"The Man from the Golden West",1913,6.1
2318,"Los marinos de papel",1913,6.0
2319,"War Is Hell",1914,3.0
2320,"De medeminaars",1913,7.7
2321,"Mexican War Pictures",1913,6.8
2323,"Mijntje en Trijntje",1913,6.9
2324,"Miraklet",1913,7.6
2325,"Les Misérables, Part 2: Fantine",1913,7.2
2326,"El modelo de virtudes",1913,6.8
2327,"Fantômas: The Dead Man Who Killed",1913,6.6
2328,"Home, Sweet Home",1914,5.3
2329,"Moths",1913,6.6
2330,"O Naufrágio de Veronese",1913,8.1
2331,"Nederland en Oranje",1913,6.0
2332,"Christmas Eve",1913,6.2
2333,"Novillada de beneficencia en Zaragoza",1913,6.1
2334,"The Girl from Abroad; or, The Great Underworld",1913,6.7
2335,"The Old Armchair",1913,7.3
2336,"On the Steps of the Throne",1913,6.6
2337,"One Hundred Years of Mormonism",1913,6.8
2338,"The Orphan",1913,6.6
2339,"The Pendleton, Oregon, Round-Up",1913,5.7
2340,"Pommy Arrives in Australia",1913,5.7
2341,"The Port of Doom",1913,6.8
2342,"Primera comunión de las alumnas de las Escuelas Pías",1913,5.2
2343,"A Princess of Bagdad",1913,7.2
2344,"A Prisoner in the Harem",1913,7.7
2345,"The Prisoner of Zenda",1913,5.8
2346,"The Secret of the Well",1914,7.4
2347,"På livets ödesvägar",1913,6.7
2348,"Captive Souls",1914,7.2
2349,"The Life and Works of Richard Wagner",1913,7.4
2350,"Rick's Redemption",1913,5.4
2351,"The Road to Ruin",1913,6.0
2352,"Robin Hood",1913,6.2
2353,"Sapho",1913,6.9
2354,"The Sea Wolf",1913,8.3
2355,"The Seed of the Fathers",1913,6.0
2356,"Shadows of the Moulin Rouge",1913,5.9
2357,"The Shame of the Empire State",1913,5.8
2358,"The Shattered Vase",1913,7.3
2359,"Silvia Silombra",1913,6.9
2360,"A Sister to Carmen",1913,7.1
2361,"Sixty Years a Queen",1913,6.2
2362,"Sodoms Ende",1913,3.5
2363,"The Sparrow",1914,7.2
2364,"Ein Sommernachtstraum in unserer Zeit",1914,9.1
2365,"Den sorte familie",1914,6.8
2366,"The Star of India",1913,6.9
2367,"Statistinnen des Lebens",1913,5.0
2368,"The Stranglers of Paris",1913,8.0
2369,"The Student of Prague",1913,6.3
2370,"Die Sumpfblume",1913,6.3
2371,"Die Tango-Königin",1913,6.0
2372,"Ten Nights in a Barroom",1913,5.1
2373,"The Terrible Vengeance",1913,7.2
2374,"Tess of the D'Urbervilles",1913,6.2
2375,"The Third Degree",1913,4.4
2376,"Through Fire and Air",1913,7.0
2377,"The Tonopah Stampede for Gold",1913,7.1
2378,"Tonto de la huerta",1913,7.3
2379,"Tortures Within Prison Walls",1913,5.7
2380,"A Tourada dos Casimiros",1913,5.8
2381,"Traffic in Souls",1913,7.4
2382,"Trampa y cartón",1913,6.6
2383,"The Last Days of Pompeii",1913,5.2
2384,"Ungarische Rhapsodie",1913,5.0
2385,"A Venetian Night",1914,6.6
2386,"Der Verführte",1913,6.5
2387,"The Vicar of Wakefield",1913,6.8
2389,"Victory",1913,6.6
2390,"Volunteer Organist",1913,6.8
2391,"The Vortex of Fate",1913,5.2
2392,"When the Earth Trembled",1913,7.9
2393,"Who Will Marry Mary?",1913,6.5
2394,"With General Pancho Villa in Mexico",1913,6.0
2395,"Where Is Coletti?",1913,7.2
2396,"The $5,000,000 Counterfeiting Plot",1914,6.2
2397,"'Round the World in 80 Days",1914,8.2
2398,"0-18 or A Message from the Sky",1914,6.7
2399,"A 300 éves ember",1914,1.0
2400,"Absinthe",1914,6.8
2401,"Across America by Motor Car",1914,7.2
2402,"Across the Pacific",1914,6.3
2403,"The Active Life of Dolly of the Dailies",1914,6.4
2404,"Adoptivkind",1914,8.1
2405,"The Adventures of Andy Clark",1914,7.0
2406,"The Adventures of Buffalo Bill",1917,6.8
2407,"The Adventures of Kitty Cobb",1914,6.9
2408,"The Adventures of a Diplomatic Freelance",1914,7.1
2409,"After the Ball",1914,6.8
2410,"Aftermath",1914,7.9
2411,"El alcalde de Zalamea",1914,7.4
2412,"Alexandra",1915,6.0
2413,"Alexia o La niña del misterio",1916,1.6
2414,"Alone in New York",1914,7.7
2415,"America",1914,7.9
2416,"An American Citizen",1914,5.7
2417,"Amigas siempre",1914,6.7
2418,"Love of Perdition",1914,6.5
2419,"Amor de pescadora",1914,7.9
2420,"Anna Karenina",1914,6.5
2421,"Apuntes de la fiesta de la flor",1914,7.0
2422,"Golddigger",1914,4.7
2423,"Aristocracy",1914,5.1
2424,"Arme Eva",1914,7.3
2425,"As Ye Sow",1914,5.9
2426,"Assunta Spina",1915,7.3
2427,"At the Cross Roads",1914,6.4
2428,"The Avenging Conscience: or 'Thou Shalt Not Kill'",1914,6.9
2429,"Badehotellet",1915,6.2
2430,"Bandits of the Border Mine",1914,7.1
2431,"The Banker's Daughter",1914,6.5
2432,"The Bargain",1914,8.2
2433,"Barnyard Flirtations",1914,7.3
2434,"Battle of Gettysgoat",1914,5.7
2435,"The Battle of Love",1914,8.2
2436,"The Battle of the Sexes",1914,5.3
2437,"Beating Back",1914,5.9
2438,"A becsapott újságíró",1915,5.9
2439,"Behind the Scenes",1914,7.0
2440,"La Belle Russe",1914,4.5
2441,"The Beloved Adventurer",1914,7.6
2442,"Beneath the Czar",1914,6.8
2443,"The Better Man",1914,5.2
2444,"Det blaa vidunder",1915,7.1
2445,"The Boer War",1914,4.8
2446,"The Book of Nature",1914,7.8
2447,"Born Again",1914,4.5
2448,"The Boundary Rider",1914,5.4
2449,"A Boy and the Law",1914,6.6
2450,"Brewster's Millions",1914,5.9
2451,"In the Days of the Thundering Herd",1914,1.0
2452,"The Burglar and the Lady",1914,5.4
2453,"Burning Daylight: The Adventures of 'Burning Daylight' in Alaska",1914,5.6
2454,"Burning Daylight: The Adventures of 'Burning Daylight' in Civilization",1914,2.1
2455,"Bánk bán",1915,5.8
2456,"C.O.D.",1914,7.8
2457,"Cabalgata de los mercados en Barcelona",1914,4.9
2458,"El caballero Casarroja",1914,5.2
2459,"Cabiria",1914,4.8
2460,"Calatayud en fiestas",1914,4.7
2461,"The Call of the North",1914,5.6
2462,"Called Back",1914,5.6
2463,"El calvario de un héroe",1914,5.1
2464,"Cameo Kirby",1914,5.1
2465,"Captain Alvarez",1914,5.5
2466,"The Captain Besley Expedition",1914,6.0
2467,"Captain F.E. Kleinschmidt's Arctic Hunt",1914,4.9
2468,"Captain Swift",1914,6.0
2469,"The Capture of a Sea Elephant and Hunting Wild Game in the South Pacific Islands",1914,6.7
2470,"Cardinal Richelieu's Ward",1914,5.3
2471,"Catástrofe de Aguilón",1914,6.8
2472,"A Celebrated Case",1914,7.9
2473,"Charlotte Corday",1914,6.5
2474,"La chavala",1914,8.2
2475,"The Chechako",1914,7.0
2476,"The Chimes",1914,6.2
2477,"The Christian",1914,6.4
2478,"Cinderella",1914,6.0
2479,"The Circus Man",1914,6.2
2480,"Clothes",1914,5.3
2481,"Cocaine Traffic; Or, The Drug Terror",1914,7.2
2482,"The Colosseum in Films",1914,6.4
2483,"The Coming Power",1914,6.2
2484,"Common Beasts of Africa",1914,7.4
2485,"The Conspiracy",1914,6.9
2486,"The Country Mouse",1914,6.8
2487,"The County Chairman",1914,7.3
2488,"The Criminal Code",1914,7.1
2489,"The Crucible",1914,5.8
2490,"Crushed",1914,7.1
2491,"El cuervo del campamento",1914,5.6
2492,"La cueva vengadora",1914,5.9
2493,"Damaged Goods",1914,5.8
2494,"Damon and Pythias",1914,6.3
2495,"Dan",1914,7.3
2496,"Dance of the Vampire",1914,8.4
2497,"The Dancer and the King",1914,5.0
2498,"La danza fatal",1915,6.4
2499,"The Daughters of Men",1914,7.1
2500,"The Day of Days",1914,5.0
2501,"Detective Craig's Coup",1914,3.6
2502,"The Detective Queen",1914,5.4
2503,"La deuda del pasado",1914,7.2
2504,"Diego Corrientes",1914,7.6
2505,"The Dishonored Medal",1914,6.3
2506,"Doc",1914,7.0
2507,"Dodge City Trail",1936,6.3
2508,"The Dollar Mark",1914,5.9
2509,"Dope",1914,4.8
2510,"Un drama en Aragón",1914,6.0
2511,"Un drama en la montaña",1914,6.8
2512,"The Dream Woman",1914,5.7
2513,"Dömen icke",1914,5.3
2514,"The Eagle's Mate",1914,7.0
2515,"La echadora de cartas",1914,6.7
2516,"The Education of Mr. Pipp",1914,7.0
2517,"Elizabeth's Prayer",1914,1.4
2518,"O Embarque das Tropas Expedicionárias para Angola e Moçambique",1914,5.8
2519,"L'enfant de Paris",1913,6.0
2520,"Engelein",1914,5.0
2521,"Enoch Arden",1914,9.1
2522,"Entre ruinas",1914,5.7
2523,"The Envoy Extraordinary",1914,7.6
2524,"Erstarrte Liebe",1914,6.8
2525,"The Escape",1914,6.2
2526,"Escaped from Siberia",1914,6.9
2527,"Even Unto Death",1914,6.5
2528,"The Exploits of Elaine",1914,6.9
2529,"Facing the Gattling Guns",1914,5.8
2530,"A Factory Magdalen",1914,5.6
2531,"A False Beauty",1914,6.8
2532,"Fantasma",1914,6.0
2533,"Fantomas: The Mysterious Finger Print",1914,6.8
2534,"The Fatal Night",1914,5.6
2535,"The Fates and Flora Fourflush",1914,8.0
2536,"Fatum",1915,5.8
2537,"Fantômas: The False Magistrate",1914,7.0
2538,"La festa del Blat",1914,7.2
2539,"Fiestas del Coso Blanco en Tarragona",1914,6.3
2540,"A Fight for Freedom; Or, Exiled to Siberia",1914,6.1
2541,"The Fight for the Great Black Diamond",1914,2.2
2542,"Fighting Death",1914,1.7
2543,"Loyalty",1914,7.1
2544,"Fire and Sword",1914,6.2
2545,"The Perfect Thirty-Six",1914,7.1
2546,"The Flooding and Opening of the Panama Canal",1914,5.4
2547,"A Florida Enchantment",1914,7.7
2548,"Florida Historic Scenes and Florida in Mid-Winter",1914,6.0
2549,"The Folly of Revenge",1916,6.7
2550,"Forgiven; Or, The Jack of Diamonds",1914,2.7
2551,"The Fortune Hunter",1914,5.1
2552,"The Fringe of War",1914,7.5
2553,"Frou Frou",1914,6.4
2554,"Miss Soapsuds",1914,6.8
2555,"La fuerza del mal",1914,6.5
2556,"För sin kärleks skull",1914,6.8
2557,"The Gamblers",1914,6.5
2558,"Gatans barn",1914,6.1
2559,"Heilig recht",1914,7.3
2560,"A Gentleman from Mississippi",1914,2.4
2561,"Das Geschenk des Inders",1914,3.9
2562,"The Ghost Breaker",1914,7.7
2563,"La gitanilla",1914,1.8
2564,"Julius Caesar",1914,5.9
2565,"The Golem",1915,5.8
2566,"A Good Little Devil",1914,4.9
2567,"The Good-for-Nothing",1914,5.9
2568,"The Governor's Ghost",1914,6.1
2569,"Grandes regatas en Barcelona",1914,8.0
2570,"The Great Diamond Robbery",1914,5.4
2571,"The Great Leap: Until Death Do Us Part",1914,6.7
2572,"The Greyhound",1914,5.5
2573,"Guardian of Virtue",1914,6.6
2574,"Half Breed",1913,5.5
2576,"The Hand of Destiny",1914,6.1
2577,"The Hazards of Helen",1914,5.8
2578,"Hearts Adrift",1914,6.8
2579,"Hearts United",1914,6.9
2580,"Hearts and Flowers",1914,7.9
2581,"Hearts of Oak",1914,7.6
2582,"Sealed Orders",1914,5.7
2583,"Her Luck in London",1914,7.3
2584,"His Holiness, the Late Pope Pius X, and the Vatican",1914,5.7
2585,"His Last Dollar",1914,5.3
2586,"The New Wizard of Oz",1914,5.5
2587,"Hombre o mujer",1914,5.4
2588,"Homenaje a Lanuza",1914,7.8
2589,"Hook and Hand",1914,6.3
2590,"The Hoosier Schoolmaster",1914,7.0
2591,"Der Hund von Baskerville",1914,6.6
2592,"The House Next Door",1914,7.0
2593,"The House of Bondage",1914,6.1
2594,"How the German General Signed a Pact with the Devil",1914,8.0
2595,"The Human Bloodhound",1914,8.0
2596,"Hypocrites",1915,7.1
2597,"I kammerherrens klæder",1914,4.6
2598,"The Idler",1914,1.6
2599,"The Idol of Paris",1914,6.5
2600,"Ill Starred Babbie",1914,5.2
2601,"Im Schützengraben",1914,7.8
2602,"Imar the Servitor",1914,4.7
2603,"In the Land of the Head Hunters",1914,6.9
2604,"In the Name of the Prince of Peace",1914,6.2
2605,"The Indian Wars",1914,7.0
2606,"L'infirmière",1914,7.6
2607,"La intrusa",1914,5.9
2608,"The Invisible Power",1914,4.8
2609,"Ireland, a Nation",1914,6.4
2610,"Jane Eyre",1914,6.3
2611,"Jess",1914,6.0
2612,"Jess of the Mountain Country",1914,7.7
2613,"John Barleycorn",1914,4.9
2614,"Joliet Prison, Joliet, Ill.",1914,6.7
2615,"Joseph and His Coat of Many Colors",1914,4.9
2616,"Joseph in the Land of Egypt",1914,6.8
2617,"The Judge's Wife",1914,5.4
2618,"Judith of Bethulia",1914,6.1
2619,"The Jungle",1914,6.9
2620,"The Kangaroo",1914,5.0
2621,"Kate",1914,7.6
2622,"The Key to Yesterday",1914,7.1
2623,"The King of the Bowery",1914,7.3
2624,"Krates",1913,6.7
2625,"Den kulørte slavehandler",1914,5.9
2626,"The Borrowed Babies",1915,7.3
2627,"Lache Bajazzo",1915,7.1
2628,"The Ladies' War",1914,6.4
2629,"The Land of the Lost",1914,6.3
2630,"The Last Egyptian",1914,6.2
2631,"The Last Volunteer",1914,9.0
2632,"Die Launen einer Weltdame",1915,8.1
2633,"Lena Rivers",1914,6.3
2635,"El león de la sierra",1914,5.3
2636,"Life in a Western Penitentiary",1914,8.1
2637,"The Life of Big Tim Sullivan; Or, from Newsboy to Senator",1914,5.5
2638,"The Life of General Villa",1914,8.3
2639,"Life's Shop Window",1914,7.1
2640,"The Light Unseen",1914,5.3
2641,"The Lightning Conductor",1914,7.1
2642,"The Line-Up at Police Headquarters",1914,5.5
2643,"Linito quiere ser torero",1914,6.4
2644,"The Lion and the Mouse",1914,6.7
2645,"The Little Angel of Canyon Creek",1914,7.5
2646,"The Little Gray Lady",1914,5.5
2647,"The Little Jewess",1914,5.5
2648,"Little Lord Fauntleroy",1914,6.3
2649,"The Littlest Rebel",1914,4.6
2650,"Lola",1914,7.1
2651,"The Long Arm of the Law",1914,6.2
2652,"The Loss of the Birkenhead",1914,7.5
2653,"The Lost Paradise",1914,3.9
2654,"Love",1914,8.5
2655,"Love Never Dies",1916,1.8
2656,"La lucha contra el destino",1914,6.8
2657,"Luchtkastelen",1914,7.3
2658,"Lucille Love: The Girl of Mystery",1914,4.9
2659,"The Lure",1914,5.3
2660,"La malquerida",1914,7.3
